,Type,Case Workclass,Status,Issued Date,Applied Date,Expiration Date,Finalized Date,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
684,Building (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,801 Airport Dr,Ann Arbor,MI,48108,"Address: 4350 S. State St.

1,104 ZNSHINE SOLAR 550 WATT PHOTOVOLTAIC MODULES WILL BE MOUNTED ON 5 ROWS OF APA'S TITAN GROUND MOUNT
SOLUTION AT A 20 DEGREE TILT."
685,Building (Commercial) - Solar - Ground/Roof,Solar,Expired,,,,,1320 Baldwin Ave,Ann Arbor,MI,48104,31.8 kW Solar Carport
686,Building (Commercial) - Solar - Ground/Roof,Solar,Expired,,,,,2120 Traver Rd,Ann Arbor,MI,48105,32.86 kW Ground Mount Array
687,Building (Commercial) - Solar - Ground/Roof,Solar,Expired,,,,,3465 E Huron River Dr,Ann Arbor,MI,48104,25.68 kW Ground Mount Array
688,Building (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3421 Platt Rd,Ann Arbor,MI,48108,37.985 kW Roof Mount Solar
689,Building (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,747 N Maple Rd,Ann Arbor,MI,48103,"4.815 kW of roof mount solar
6.0kW inverter"
690,Building (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,743 N Maple Rd,Ann Arbor,MI,48103,"4.815kW of roof mount solar
6.0kW inverter"
691,Building (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,717 N Maple Rd,Ann Arbor,MI,48103,"6.42kW of roof mount solar
6.0kW inverter"
692,Building (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1500 Scio Church Rd,Ann Arbor,MI,48103,44 kW Roof Mount Array
693,Building (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2120 Traver Rd,Ann Arbor,MI,48105,11.04 kW roof mount array
694,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2566 Arrowwood Trl,Ann Arbor,MI,48105,Installation of 6.4 kW of roof mount solar and inverter
695,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2775 Bedford Rd,Ann Arbor,MI,48104,28.89 kW Ground Mount Array
696,Electrical (Commercial) - Solar - Ground/Roof,Solar,Void - Wrong Workclass,,,,,3625 Fox Hunt Dr,Ann Arbor,MI,48105,*residential address* Providing new solar panels
697,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3000 Fuller Rd,Ann Arbor,MI,48105,18.19 kW Roof and Ground Mount Array
698,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1500 Scio Church Rd,Ann Arbor,MI,48103,44 kW roof mount array
699,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2751 Packard Rd,Ann Arbor,MI,48108,186.76 kW roof mount array
700,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3465 E Huron River Dr,Ann Arbor,MI,48104,24.3 kW Ground Mount Array
701,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2120 Traver Rd,Ann Arbor,MI,48105,11.4 kW roof mount array
702,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3611 Plymouth Rd,Ann Arbor,MI,48105,Installation of 23 PV solar modules and 23 enphase micro-inverters w/ interconnection into the utility grid.
703,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2394 Winewood Ave,Ann Arbor,MI,48103,Installation of 16 kW roof mount solar
704,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2120 Traver Rd,Ann Arbor,MI,48105,32.86 kW Ground Mount Array
705,Electrical (Commercial) - Solar - Ground/Roof,Solar,Expired,,,,,315 Detroit St,Ann Arbor,MI,48104,Roof mount solar on canopies
706,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3465 E Huron River Dr,Ann Arbor,MI,48104,25.68 kW Ground Mount Array
707,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2781 Packard Rd,Ann Arbor,MI,48108,48.3 kW Roof Mount Array
708,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3421 Platt Rd,Ann Arbor,MI,48108,37.985 kW Roof Mount System
709,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3427 Platt Rd,Ann Arbor,MI,48108,38.52 kW Roof Mount System
710,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2120 Traver Rd,Ann Arbor,MI,48105,40.66 kW Solar Carport
711,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,911 S Main St,Ann Arbor,MI,48104,Installation of solar panels on the existing roof of the building and connect to the existing electrical system.
712,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1519 Fuller Rd,Ann Arbor,MI,48105,118.72 Ground Mount Array
713,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1320 Baldwin Ave,Ann Arbor,MI,48104,31.8 kW Carport
714,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1525 S State St,Ann Arbor,MI,48104,73.8 kW
715,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3425 Platt Rd,Ann Arbor,MI,48108,9.43 kW Roof Mount Solar
716,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3429 Platt Rd,Ann Arbor,MI,48108,31.03 kW Roof Mount System
717,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3423 Platt Rd,Ann Arbor,MI,48108,"31,565 kW Roof Mount System"
718,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3170 Packard Rd,Ann Arbor,MI,48108,Install 7.6kw solar system  **SEE ELECC22-2460 FOR FEES**
719,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3 W Eden Ct,Ann Arbor,MI,48108,Adding 6.4kW array to existing 6.67 kW array  **SEE ELECR22-3956 FOR FEES**
720,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,310 S Ashley St,Ann Arbor,MI,48104,4.48 kW Roof Mount Array
721,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2200 Downup Cir,Ann Arbor,MI,48103,8.4 kW Roof Mount Solar Array
722,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2309 Packard St,Ann Arbor,MI,48104,"Addition of 76, 535 W modules to roof"
723,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2150 Jackson Ave,Ann Arbor,MI,48103,"379.85 kW DC
280 kW AC"
724,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2111 Packard St,Ann Arbor,MI,48104,Installation of (233) solar panels on the existing roof of the building and connection to the existing electrical system.
725,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,630 E Washington St,Ann Arbor,MI,48104,Installing 16 roof mounted solar panels.
726,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1504 Broadway St,Ann Arbor,MI,48105,16.72kW of Roof Mount Solar
727,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,2500 S Industrial Hwy,Ann Arbor,MI,48104,Commercial roof-mounted solar system to be interconnected with utility grid. 48 panels at 28.32 kW DC.
728,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,801 Airport Dr,Ann Arbor,MI,48108,"-Installation of a solar photovoltaic system
144 ZNSHINE SOLAR 550 WATT PHOTOVOLTAIC MODULES WILL BE MOUNTED ON APA'S TITAN
GROUND MOUNT SOLUTION AT A 20 DEGREE TILT"
729,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,801 Airport Dr,Ann Arbor,MI,48108,"*This permit app is for the address 1080 Airport Dr.*

Installation of a solar photovoltaic system
130 ZNSHINE SOLAR 550 WATT PHOTOVOLTAIC MODULES WILL BE MOUNTED ON APA'S TITAN
GROUND MOUNT SOLUTION AT A 20 DEGREE TILT."
730,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,405 S Main St,Ann Arbor,MI,48104,"Installation of 80 panel solar array with conduits, hardware and supports.

Installation of unistrut racking wall for equipment mounting.

Installation of (2) 20kw 3 phase inverters, 1 combiner panel, 100 amp disconnect with conduits, hardware and supports (mounted on strut rack)

Installation of conduit wire and hardware from main switch gear to roof pv equipment rack.

Installation of 100 amp rapid shutdown PV disconnect mounted directly to switch gear."
731,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,616 E Washington St,Ann Arbor,MI,48104,Installing 119 roof mounted solar panels.
732,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,721 S Forest Ave,Ann Arbor,MI,48104,"100 kW AC, 113.68kW DC ROOFTOP SOLAR ARRAY"
733,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 10,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
734,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3680 Packard Rd,Ann Arbor,MI,48108,60.72kW roof mount solar   **not associated with the project and should not impede the CO issuance**
735,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 23,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
736,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 21,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
737,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 20,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
738,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 32,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
739,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 30,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
740,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 31,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
741,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 11,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
742,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 22,Ann Arbor,MI,48104,2231 / #22 - 2 bedroom apartment in 10 unit building
743,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2231 Trillium Ln Unit: 33,Ann Arbor,MI,48104,2 bedroom apartment in 10 unit building
744,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,2935 Plymouth Rd,Ann Arbor,MI,48105,9.63 kW Roof mount Solar
745,Electrical (Commercial) - Solar - Ground/Roof,Solar,Requires Resubmit,,,,,1113 Bydding Rd,Ann Arbor,MI,48103,PV Solar installation on roof and sunshade awning.
746,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,801 Airport Dr,Ann Arbor,MI,48108,"Address: 4350 S. State St.

1,104 ZNSHINE SOLAR 550 WATT PHOTOVOLTAIC MODULES WILL BE MOUNTED ON 5 ROWS OF APA'S TITAN GROUND MOUNT
SOLUTION AT A 20 DEGREE TILT."
747,Electrical (Commercial) - Solar - Ground/Roof,Solar,Withdrawn,,,,,609 S Wagner Rd,Ann Arbor,MI,48103,***Wrong Permit Type-See Email Attached***
748,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,301 E Huron St,Ann Arbor,MI,48104,Solar array being installed on the roof(s) of City Hall and the Justice Center.
749,Electrical (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,111 N Fifth Ave,Ann Arbor,MI,48104,Solar array being installed on the roof of Fire Station 1.
750,Electrical (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,2901 E Ellsworth Rd,Ann Arbor,MI,48108,50kW AC/49.1kW DC Solar Carport
751,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,3874 Research Park Dr,Ann Arbor,MI,48108,Solar panel installation.  (Original Valuation = $0.  Adjusted based on voided BLDGC24-0014)
752,Electrical (Commercial) - Solar - Ground/Roof,Solar,Final,,,,,1506 Broadway St,Ann Arbor,MI,48105,33.44 kW of Roof Mount Solar
753,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,310 E Huron St,Ann Arbor,MI,48104,"13.9 kW ROOF MOUNT SOLAR ARRAY WITH 11.4kW INVERTER
Building permit:  BLDGC24-0215"
754,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,530 N Division St,Ann Arbor,MI,48104,"Install solar located on carport, flat roof, and pitched roof sections of building. Wire to battery and non-battery based inverters."
755,Electrical (Commercial) - Solar - Ground/Roof,Solar,In Review,,,,,2130 Jackson Ave,Ann Arbor,MI,48103,"11.kW DC,30kW AC Solar Carport"
756,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,747 N Maple Rd,Ann Arbor,MI,48103,"4.815 kW of roof mount solar
6.0kW inverter"
757,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,743 N Maple Rd,Ann Arbor,MI,48103,"4.815kW of roof mount solar
6.0kW inverter"
758,Electrical (Commercial) - Solar - Ground/Roof,Solar,Issued,,,,,717 N Maple Rd,Ann Arbor,MI,48103,"6.42kW of roof mount solar
6.0kW inverter"
759,Building (Residential) - Solar - Ground,Solar,Withdrawn,,,,,100 S Main St,Ann Arbor,MI,48104,Delete - test
760,Building (Residential) - Solar - Ground,Solar,Void,,,,,2971 Burlington St,Ann Arbor,MI,48105,5.2 kW PV Solar Panel Installation on Roof
761,Building (Residential) - Solar - Ground,Solar,Void,,,,,6 Rockland Ct,Ann Arbor,MI,48108,"**Valuation updated from $0 to $12,840**Roof mount solar array"
762,Building (Residential) - Solar - Ground,Solar,Void,,,,,3428 Ashburnam Rd,Ann Arbor,MI,48105,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR PERMIT**  5.53 kW PV Solar Panel Installation on Roof
763,Building (Residential) - Solar - Ground,Solar,Void,,,,,1522 Newport Creek Dr,Ann Arbor,MI,48103,13.6 kW PV Solar Panel Installation on Roof
764,Building (Residential) - Solar - Ground,Solar,Final,,,,,1435 Catalina Dr,Ann Arbor,MI,48103,Install residential rooftop solar system interconnected with homes existing service equipment. 33 solar panels @ 13.2kW DC
765,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,2073 Garden Cir,Ann Arbor,MI,48103,Install 13 Solar Panels
766,Building (Residential) - Solar - Ground,Solar,Withdrawn,,,,,2279 Mershon Dr,Ann Arbor,MI,48103,18 panel roof mounted solar array with backup battery. *CANCELED BY CONTRACTOR SEE EMAIL*
767,Building (Residential) - Solar - Ground,Solar,Final,,,,,834 Dartmoor Rd,Ann Arbor,MI,48103,Propose to install solar panels on existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
768,Building (Residential) - Solar - Ground,Solar,Final,,,,,1561 Newport Creek Dr,Ann Arbor,MI,48103,Propose to install Solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
769,Building (Residential) - Solar - Ground,Solar,Void,,,,,2521 Jade Ct,Ann Arbor,MI,48103,**NOT REQUIRED.  REFUND REQUEST SUBMITTED**  8.3 kW PV Solar Panel Installation on Roof -- 20 panels
770,Building (Residential) - Solar - Ground,Solar,Void,,,,,1570 Glastonbury Rd,Ann Arbor,MI,48103,5.6 kW PV Solar Panel Installation on Roof
771,Building (Residential) - Solar - Ground,Solar,Expired,,,,,3352 Nordman Rd,Ann Arbor,MI,48108,Installing 24 roof mounted solar panels.
772,Building (Residential) - Solar - Ground,Solar,Withdrawn,,,,,1304 Horman Ct,Ann Arbor,MI,48104,"installation of 21 panel roof mounted solar array with battery backup *PERMIT PULLED BY MISTAKE, WITHDRAWN BY CONTRACTOR SEE EMAIL*"
773,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,1626 Peach St,Ann Arbor,MI,48105,Customer is expanding his solar array. We will be adding four additional roof solar panels to his current system.
774,Building (Residential) - Solar - Ground,Solar,Void,,,,,1115 Lutz Ave,Ann Arbor,MI,48103,Roof Mounted Solar Installation of 4.86 KW
775,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,1415 N Folkstone Ct,Ann Arbor,MI,48105,"REPLACING 2 WINDOWS  ON HOME
DINING , LIVING ROOM"
776,Building (Residential) - Solar - Ground,Solar,Final,,,,,1910 Independence Blvd,Ann Arbor,MI,48104,Propose to install solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
777,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,119 Longman Ln,Ann Arbor,MI,48103,installing 12 roof mounted solar panels.
778,Building (Residential) - Solar - Ground,Solar,Expired,,,,,2035 Georgetown Blvd,Ann Arbor,MI,48105,23 panel roof mounted solar array
779,Building (Residential) - Solar - Ground,Solar,Void - Wrong Workclass,,,,,703 W Davis Ave,Ann Arbor,MI,48103,Propose to install solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local wind and snow load.
780,Building (Residential) - Solar - Ground,Solar,Final,,,,,3501 Stone School Rd,Ann Arbor,MI,48108,"**Valuation changed to 12,100 on 10/22/24 per applicant email, see attachments**9.28 kW Ground Mount Array"
781,Building (Residential) - Solar - Ground,Solar,Final,,,,,1610 Northbrook Dr,Ann Arbor,MI,48103,Propose to install 15 solar panels on the existing roof of the home.
782,Building (Residential) - Solar - Ground,Solar,Final,,,,,3151 Baylis Dr,Ann Arbor,MI,48108,11 panel roof mounted solar array - Electrical permit is also needed.
783,Building (Residential) - Solar - Ground,Solar,Final,,,,,3635 Fox Hunt Dr,Ann Arbor,MI,48105,12.6 kW Roof Mounted 35 Panel Solar Array with Battery Backup
784,Building (Residential) - Solar - Ground,Solar,Void - Wrong Workclass,,,,,1575 Westfield Ave,Ann Arbor,MI,48103,"11 panel roof mounted solar array with a 14,000kw generator."
785,Building (Residential) - Solar - Ground,Solar,Final,,,,,3445 Andover Rd,Ann Arbor,MI,48105,Propose to install solar panels on the existing roof of the home. All materials to be installed to manufacturer specifications per local snow and wind load.
786,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,448 Colin Cir,Ann Arbor,MI,48103,Install 11 PV solar panels on roof
787,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,3108 Turnberry Ln,Ann Arbor,MI,48108,Roof Mounted Solar 6.66kW 18 REC
788,Building (Residential) - Solar - Ground,Solar,Final,,,,,941 Aberdeen Dr,Ann Arbor,MI,48104,14.04 kW Roof Mounted 36 Panel Solar Array with Battery Backup
789,Building (Residential) - Solar - Ground,Solar,Expired,,,,,428 Colin Cir,Ann Arbor,MI,48103,install 37 PV solar panels on roof
790,Building (Residential) - Solar - Ground,Solar,Expired,,,,,2323 Easy St,Ann Arbor,MI,48104,5.35 kW Array
791,Building (Residential) - Solar - Ground,Solar,Final,,,,,2855 Lakehurst Ln,Ann Arbor,MI,48105,9 panel roof top solar array
792,Building (Residential) - Solar - Ground,Solar,Final,,,,,1351 Glendaloch Cir,Ann Arbor,MI,48104,Installation of a flat-roof-mounted solar array consisting of (37) solar panels.
793,Building (Residential) - Solar - Ground,Solar,Void - Wrong Workclass,,,,,1731 Sanford Pl,Ann Arbor,MI,48103,8.2kW Solar panel installation with 6.8kW Inverter and DC battery backup
794,Building (Residential) - Solar - Ground,Solar,Requires Resubmit,,,,,6 Rockland Ct,Ann Arbor,MI,48108,Grid tied roof mount solar array
795,Building (Residential) - Solar - Ground,Solar,Void,,,,,3298 Turnberry Ln,Ann Arbor,MI,48108,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR.**  4.74 kW PV Solar Panel Installation on Roof
796,Building (Residential) - Solar - Ground,Solar,Void - Wrong Workclass,,,,,3 Hermina Ct,Ann Arbor,MI,48103,Installation of new solar PV system on rooftop of site address
797,Building (Residential) - Solar - Ground,Solar,Expired,,,,,647 Barber Ave,Ann Arbor,MI,48103,12 panel roof mounted solar array
798,Building (Residential) - Solar - Ground,Solar,Expired,,,,,2073 Garden Cir,Ann Arbor,MI,48103,Installing solar panels on roof of house
799,Building (Residential) - Solar - Ground,Solar,Final,,,,,1119 Saunders Cres,Ann Arbor,MI,48103,18 panel roof top solar project
800,Building (Residential) - Solar - Ground,Solar,Issued,,,,,330 S Seventh St,Ann Arbor,MI,48103,"Installation of (16) ground mounted solar panels with microinverters. 

Property has existing home energy storage systems that this solar will be tied into."
801,Building (Residential) - Solar - Ground,Solar,Fees Paid,,,,,2846 Leslie Park Cir,Ann Arbor,MI,48105,Solar Install
802,Electrical (Residential) - Solar - Ground,Solar,Expired,,,,,2323 Easy St,Ann Arbor,MI,48104,"5.35 kW Additional Array
9.43 kW Original roof mount array 
Original Permit ELEC22-0422"
803,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1522 Newport Creek Dr,Ann Arbor,MI,48103,13.6 kW PV Solar Panel Installation on Roof
804,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3501 Stone School Rd,Ann Arbor,MI,48108,9.28 kW Ground Mount Array
805,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,2073 Garden Cir,Ann Arbor,MI,48103,13 Solar Panel System
806,Electrical (Residential) - Solar - Ground,Solar,Withdrawn,,,,,1120 Pauline Blvd,Ann Arbor,MI,48103,"*WITHDRAWN BY APPLICANT, SEE EMAIL* Installation of (1) SOL-ARK 15K Inverter & 28.8 KWH HomeGrid Battery onto the existing solar system. (Original Valuation = $0)"
807,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1575 Westfield Ave,Ann Arbor,MI,48103,11 panel roof mounted solar array
808,Electrical (Residential) - Solar - Ground,Solar,Withdrawn,,,,,3428 Ashburnam Rd,Ann Arbor,MI,48105,"5.53 kW PV Solar Panel Installation on Roof **VOID AS DUPLICATE, CANCELLED BY CONTRACTO- SEE EMAIL***"
809,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,311 Montgomery Ave,Ann Arbor,MI,48103,Roof mount solar array
810,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,2801 Towner Blvd,Ann Arbor,MI,48104,"PV Roof Mount solar installation
6.21 kwdc
4.93 kwac
17 365 Watt Modules with microinverters"
811,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,2855 Lakehurst Ln,Ann Arbor,MI,48105,9 panel roof top solar array
812,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1570 Glastonbury Rd,Ann Arbor,MI,48103,5.6 kW PV Solar Panel Installation on Roof
813,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,941 Aberdeen Dr,Ann Arbor,MI,48104,14.04 kW Roof Mounted 36 Panel Solar Array
814,Electrical (Residential) - Solar - Ground,Solar,Expired,,,,,2971 Burlington St,Ann Arbor,MI,48105,5.2 kW PV Solar Panel Installation on Roof
815,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1230 Saunders Cres,Ann Arbor,MI,48103,roof mounted solar
816,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1610 Northbrook Dr,Ann Arbor,MI,48103,Propose to install solar and connect to existing electrical system
817,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3445 Andover Rd,Ann Arbor,MI,48105,installation of solar array and connection to existing electrical system
818,Electrical (Residential) - Solar - Ground,Solar,Expired,,,,,1601 Pontiac St,Ann Arbor,MI,48105,18 panels on roof
819,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,707 Mt Vernon Ave,Ann Arbor,MI,48103,Roof Top Solar Installation
820,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,119 Longman Ln,Ann Arbor,MI,48103,"Add 12 grid tied, roof mounted solar panel. 
Add solar disconnect next to electrical meter. 
Back feed 20 amp breaker in main panel."
821,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3352 Nordman Rd,Ann Arbor,MI,48108,"Add 24 roof mounted, grid tied solar panels. 
200 amp panel swap. 
2 solar disconnects. 
11.4 inverter"
822,Electrical (Residential) - Solar - Ground,Solar,Void,,,,,3 Hermina Ct,Ann Arbor,MI,48103,*replaced by ELECR22-4396*Installation of new solar PV system on rooftop of site address
823,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,834 Dartmoor Rd,Ann Arbor,MI,48103,Installing new invertor and battery for existing solar system on the house. Service upgrade to 320 amp panel (added for Dave)
824,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3151 Baylis Dr,Ann Arbor,MI,48108,11 panel roof mounted solar array
825,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,702 Linda Vista Ave,Ann Arbor,MI,48103,
826,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,703 W Davis Ave,Ann Arbor,MI,48103,Propose to install solar panels and connect to existing electrical system.
827,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1435 Catalina Dr,Ann Arbor,MI,48103,"Install residential rooftop solar system interconnected with homes existing service equipment, 33 panels @13.2kW DC"
828,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1626 Peach St,Ann Arbor,MI,48105,Add 4 pv panels to an existing pv system
829,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,2110 Crestland Dr,Ann Arbor,MI,48104,Propose to install solar array and connect to existing electrical system.
830,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1561 Newport Creek Dr,Ann Arbor,MI,48103,Installation of Solar Array and connection to existing electrical system.
831,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1119 Saunders Cres,Ann Arbor,MI,48103,18 panel roof top solar project
832,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,2521 Jade Ct,Ann Arbor,MI,48103,8.4 kW PV Solar Panel Installation on Roof -- 20 panels
833,Electrical (Residential) - Solar - Ground,Solar,Expired,,,,,647 Barber Ave,Ann Arbor,MI,48103,12 panel roof mounted solar array installation
834,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1740 Timber Trl,Ann Arbor,MI,48103,Installation of a 14.4kWh battery to an existing solar system.
835,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1880 Robert St,Ann Arbor,MI,48104,roof mounted solar install of 5.27kW
836,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3180 Cardinal Ave,Ann Arbor,MI,48108,15 Panel Roof Mounted Solar Array
837,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1910 Independence Blvd,Ann Arbor,MI,48104,installation of solar array and connection to existing electrical system.
838,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1351 Glendaloch Cir,Ann Arbor,MI,48104,"Installation of a flat-roof-mounted solar array consisting of (37) solar panels with micro-inverters, 2 Tesla Powerwalls, and a surge arrester."
839,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,3635 Fox Hunt Dr,Ann Arbor,MI,48105,12.6 kW Roof Mounted 35 Panel Solar Array with Battery Backup
840,Electrical (Residential) - Solar - Ground,Solar,Withdrawn,,,,,3662 Wellington Cross St,Ann Arbor,MI,48105,8.0 kW roof mount solar array
841,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1902 Independence Blvd,Ann Arbor,MI,48104,Installation of a (1) Enphase IQ Battery to an existing solar system.
842,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1300 Red Oak Rd,Ann Arbor,MI,48103,5.18kW (14 panel) Ballasted Solar Array w/ 10kWh Battery Backup
843,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1693 Stadium Ct,Ann Arbor,MI,48103,
844,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1401 Harpst St,Ann Arbor,MI,48104,
845,Electrical (Residential) - Solar - Ground,Solar,Final,,,,,1561 Newport Creek Dr,Ann Arbor,MI,48103,Installation of a battery to an existing solar system.
