,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
17988,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-01-20T20:00:42Z,2023-01-11T18:57:14.153Z,2023-07-19T19:00:24Z,2023-07-19T04:00:00Z,3455,Ridgeline,,48105,Krans 5.6 kW Roof Mounted Solar Array
17989,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-02-24T13:09:27Z,2023-01-11T20:35:07.037Z,2024-04-09T00:05:51Z,2024-04-08T04:00:00Z,2602,Salisbury,,48103,Elder 5.6 kW Roof Mounted Solar Array
18295,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:04:08Z,2023-01-11T18:28:50.657Z,2023-10-16T14:05:54Z,2023-04-19T04:00:00Z,2091,Ascot,,48103,4kW Ballast / Pitched Roof Mounted Solar Array
18296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-01-20T20:00:42Z,2023-01-11T18:57:14.153Z,2023-07-19T19:00:24Z,2023-07-19T04:00:00Z,3455,Ridgeline,,48105,Krans 5.6 kW Roof Mounted Solar Array
18297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-02-24T13:09:27Z,2023-01-11T20:35:07.037Z,2024-04-09T00:05:51Z,2024-04-08T04:00:00Z,2602,Salisbury,,48103,Elder 5.6 kW Roof Mounted Solar Array
18328,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-02-15T18:56:35Z,2023-01-13T21:14:59.13Z,2023-09-20T14:46:47Z,2023-03-25T04:00:00Z,218,Crest,,48103,Sand 4kW Roof Mounted Solar Array
18329,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26T23:19:17Z,2023-01-13T22:15:13.35Z,2023-11-06T20:52:41Z,2023-05-11T04:00:00Z,2008,Stadium,,48104,Bennett 8.8 kW Roof Mounted Solar Array
18331,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:51:21Z,2023-01-13T23:44:38.463Z,2024-02-05T16:36:34Z,2023-10-03T04:00:00Z,1100,Clague,,48103,Rybicki 6 kW Roof Mounted Solar Array
18342,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26T23:18:21Z,2023-01-17T14:13:06.157Z,2023-08-14T15:27:14Z,2023-03-08T05:00:00Z,2020,Winewood,,48103,Roof Mount Solar
18346,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Expired,2023-10-14T19:40:29Z,2023-01-17T18:28:58.03Z,2024-04-11T19:40:25Z,2024-04-11T04:00:00Z,2600,Emerald,,48104,Simmons-10.4 kW Roof Mounted Solar Array
18717,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26T23:18:09Z,2023-01-20T17:21:48.24Z,2024-05-06T16:20:45Z,2023-07-25T04:00:00Z,817,Edgewood,,48103,Howard - 4.4 kW Roof Mounted Solar Array
18718,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-01-26T21:58:36Z,2023-01-20T20:40:28.393Z,2024-02-26T15:25:42Z,2023-08-30T04:00:00Z,1409,Pomona,,48103,Durham - 4kW Roof Mounted Solar Array
19157,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2023-02-15T14:32:40Z,2023-01-26T16:32:27.223Z,2023-08-14T13:30:37Z,2023-08-14T04:00:00Z,2073,Garden,,48103,Installing solar panels on roof of house
19239,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03T13:12:32Z,2023-02-01T21:38:18.157Z,2024-01-08T14:55:58Z,2023-06-30T04:00:00Z,2751,Packard,,48108,186.76 kW roof mount array
19240,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-02-09T22:31:20Z,2023-02-01T22:03:42.143Z,2023-09-25T13:19:37Z,2023-03-25T04:00:00Z,2120,Traver,,48105,11.4 kW roof mount array
19241,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03T13:13:07Z,2023-02-01T23:35:01.59Z,2023-11-06T17:08:29Z,2023-05-05T04:00:00Z,1500,Scio Church,,48103,44 kW roof mount array
19527,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-02-06T17:59:08Z,2023-02-02T21:17:00.263Z,2023-09-25T13:19:37Z,2023-03-28T04:00:00Z,2120,Traver,,48105,11.04 kW roof mount array
19528,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-02-14T18:41:00Z,2023-02-02T21:26:46.76Z,2024-01-08T14:44:31Z,2024-01-08T05:00:00Z,2751,Packard,,48108,186.76 kW roof mount array
19636,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03T13:12:32Z,2023-02-01T21:38:18.157Z,2024-01-08T14:55:58Z,2023-06-30T04:00:00Z,2751,Packard,,48108,186.76 kW roof mount array
19637,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-02-09T22:31:20Z,2023-02-01T22:03:42.143Z,2023-09-25T13:19:37Z,2023-03-25T04:00:00Z,2120,Traver,,48105,11.4 kW roof mount array
19638,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-03T13:13:07Z,2023-02-01T23:35:01.59Z,2023-11-06T17:08:29Z,2023-05-05T04:00:00Z,1500,Scio Church,,48103,44 kW roof mount array
19986,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-02-21T19:22:32Z,2023-02-10T20:08:04.56Z,2023-11-06T17:08:29Z,2023-05-09T04:00:00Z,1500,Scio Church,,48103,44 kW Roof Mount Array
19987,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-05-18T00:32:03Z,2023-02-10T20:50:18.293Z,2024-06-03T15:01:42Z,2023-11-13T05:00:00Z,2781,Packard,,48108,48.3 kW Roof Mount Array
20052,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-13T14:58:29Z,2023-02-10T21:05:05.173Z,2024-06-03T15:01:42Z,2023-12-04T05:00:00Z,2781,Packard,,48108,48.3 kW Roof Mount Array
20121,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:51:30Z,2023-02-14T16:20:40.46Z,2023-10-23T18:50:10Z,2023-04-28T04:00:00Z,1015,Duncan,,48103,10.26 kW Roof Mount Array
20126,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:51:44Z,2023-02-14T18:32:29.187Z,2023-10-16T14:03:19Z,2023-04-18T04:00:00Z,2011,Brampton,,48103,5.6 kW Roof Mount Array
20128,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:52:16Z,2023-02-14T21:54:37.023Z,2023-09-19T14:36:46Z,2023-03-24T04:00:00Z,1121,Kay,,48103,Install 24 panel solar array on roof of residence
20129,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:52:28Z,2023-02-14T22:10:41.2Z,2023-09-19T14:26:53Z,2023-03-24T04:00:00Z,2227,Medford,,48104,"Install 17 panel solar array on residence roof top, grid tied"
20131,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:52:42Z,2023-02-14T23:06:18.27Z,2023-11-08T15:27:18Z,2023-05-13T04:00:00Z,2765,Nixon,,48105,"Install 31 panel solar array on residence roof top, grid tied"
20141,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:52:53Z,2023-02-15T18:36:34.193Z,2024-02-05T17:03:35Z,2023-08-09T04:00:00Z,1156,Kay,,48103,Saigal- 4 kW Roof Mounted Solar Array
20142,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:04:18Z,2023-02-15T21:40:27.573Z,2023-10-23T18:46:31Z,2023-04-25T04:00:00Z,2241,Independence,,48104,5.2 kW Roof Mount Array
20336,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-03-10T14:20:00Z,2023-02-16T00:29:43.58Z,2023-12-18T15:07:30Z,2023-06-21T04:00:00Z,3465,Huron River,,48104,24.3 kW Ground Mount Array
20337,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-07-12T09:07:24Z,2023-02-16T00:48:48.273Z,2024-05-13T16:30:19Z,2024-05-13T04:00:00Z,2120,Traver,,48105,32.86 kW Ground Mount Array
20553,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-14T20:08:42Z,2023-02-16T01:00:10.493Z,2024-05-13T16:30:19Z,2023-11-03T04:00:00Z,2120,Traver,,48105,32.86 kW Ground Mount Array
20554,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-03-14T20:09:15Z,2023-02-16T01:07:30.013Z,2023-12-18T15:07:30Z,2023-06-20T04:00:00Z,3465,Huron River,,48104,24.3 kW Ground Mount Array
20578,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-03T18:52:53Z,2023-02-15T18:36:34.193Z,2024-02-05T17:03:35Z,2023-08-09T04:00:00Z,1156,Kay,,48103,Saigal- 4 kW Roof Mounted Solar Array
20579,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:04:18Z,2023-02-15T21:40:27.573Z,2023-10-23T18:46:31Z,2023-04-25T04:00:00Z,2241,Independence,,48104,5.2 kW Roof Mount Array
21063,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Withdrawn,,2023-02-23T21:37:35.583Z,,,3428,Ashburnam,,48105,"5.53 kW PV Solar Panel Installation on Roof **VOID AS DUPLICATE, CANCELLED BY CONTRACTO- SEE EMAIL***"
21078,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:05:17Z,2023-02-27T15:12:37.493Z,2023-11-06T17:12:02Z,2023-05-11T04:00:00Z,1121,Clair,,48103,"Installation of 12 panel solar array on residence roof, grid tied"
21122,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:06:24Z,2023-02-27T21:00:16.473Z,2023-11-15T15:06:23Z,2023-05-20T04:00:00Z,2861,Provincial,,48104,"Install 23 panel array on residence roof top, grid tied"
21130,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-14T20:06:46Z,2023-02-27T21:15:27.533Z,2023-11-07T14:17:55Z,2023-05-12T04:00:00Z,1310,Iroquois,,48104,"Install 28 panel solar array on residence roof top, grid tied"
22212,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23T20:53:34Z,2023-03-15T16:05:17.587Z,2023-11-29T20:17:37Z,2023-06-03T04:00:00Z,1115,Baldwin,,48104,"8.03 kW Roof Mounted, 22 Panel Solar Array."
22783,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23T20:53:34Z,2023-03-15T16:05:17.587Z,2023-11-29T20:17:37Z,2023-06-03T04:00:00Z,1115,Baldwin,,48104,"8.03 kW Roof Mounted, 22 Panel Solar Array."
22814,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27T14:01:33Z,2023-03-20T14:55:37.067Z,2024-02-05T16:59:17Z,2023-08-11T19:07:27Z,3630,Terhune,,48104,Installing 33 roof mounted solar panels.
22815,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-23T20:27:40Z,2023-03-20T14:59:34.093Z,2023-10-16T14:48:07Z,2023-04-18T04:00:00Z,1045,Hasper,,48103,Installation of a roof-mounted solar array consisting of (15) solar panels with micro-inverters and a surge arrester.
22843,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27T14:01:45Z,2023-03-22T19:29:36.883Z,2023-11-08T20:12:01Z,2023-05-15T04:00:00Z,1449,Morehead,,48103,"Install 22 panel solar array on residence roof top, grid tied"
22844,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27T14:01:58Z,2023-03-22T19:43:12.123Z,2023-11-08T00:33:55Z,2023-05-12T04:00:00Z,1365,Folkstone,,48105,"Install 18 panel solar array on residence roof top, grid tied"
23217,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27T14:01:45Z,2023-03-22T19:29:36.883Z,2023-11-08T20:12:01Z,2023-05-15T04:00:00Z,1449,Morehead,,48103,"Install 22 panel solar array on residence roof top, grid tied"
23218,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-27T14:01:58Z,2023-03-22T19:43:12.123Z,2023-11-08T00:33:55Z,2023-05-12T04:00:00Z,1365,Folkstone,,48105,"Install 18 panel solar array on residence roof top, grid tied"
23225,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T18:23:22Z,2023-03-23T20:40:06.27Z,2024-02-26T18:13:44Z,2023-08-30T04:00:00Z,548,Main,,48104,"Install 18 panel solar array on residence roof top, grid tied"
23226,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T18:23:39Z,2023-03-23T21:16:23.17Z,2024-03-18T13:14:12Z,2023-09-19T04:00:00Z,542,Main,,48104,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
23227,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T18:23:55Z,2023-03-23T21:48:59.03Z,2024-02-26T16:38:16Z,2023-08-30T13:11:42Z,544,Main,,48104,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
23255,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T18:24:12Z,2023-03-27T19:54:03.213Z,2023-10-24T13:41:21Z,2023-04-28T04:00:00Z,448,Second,,48103,8.76 kW Roof Mount System
23256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T18:33:33Z,2023-03-27T20:27:28.073Z,2023-11-20T16:01:56Z,2023-05-24T04:00:00Z,3810,Tremont,,48105,7.38 kW Roof Mount System
23257,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T19:17:35Z,2023-03-27T21:11:14.533Z,2023-11-29T15:47:23Z,2023-06-03T04:00:00Z,1437,Ardmoor,,48103,8.2 kW Roof Mount System
23293,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T19:17:01Z,2023-03-29T18:38:08.64Z,2024-01-03T15:50:18Z,2023-07-04T04:00:00Z,920,Lincoln,,48104,12.19 kW Array
23329,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T19:16:49Z,2023-03-29T20:41:15.593Z,2023-12-11T15:32:27Z,2023-06-15T04:00:00Z,2719,Manchester,,48104,5.74 kW Array
23664,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Withdrawn,,2023-03-30T20:36:28.133Z,,,1304,Horman,,48104,"installation of 21 panel roof mounted solar array with battery backup *PERMIT PULLED BY MISTAKE, WITHDRAWN BY CONTRACTOR SEE EMAIL*"
23695,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-04-04T21:24:47.2Z,,,3428,Ashburnam,,48105,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR PERMIT**  5.53 kW PV Solar Panel Installation on Roof
23696,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2023-04-04T22:14:50.65Z,,,3298,Turnberry,,48108,**VOIDED.  NOT REQUIRED.  QUALIFIES FOR EXPEDITED SOLAR.**  4.74 kW PV Solar Panel Installation on Roof
23766,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T19:17:01Z,2023-03-29T18:38:08.64Z,2024-01-03T15:50:18Z,2023-07-04T04:00:00Z,920,Lincoln,,48104,12.19 kW Array
23802,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-03-30T19:16:49Z,2023-03-29T20:41:15.593Z,2023-12-11T15:32:27Z,2023-06-15T04:00:00Z,2719,Manchester,,48104,5.74 kW Array
23869,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:11:13Z,2023-03-30T20:52:17.347Z,2023-11-27T18:24:49Z,2023-05-31T04:00:00Z,1304,Horman,,48104,21 panel roof mounted solar array with battery backup
23876,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:11:49Z,2023-03-31T14:12:09.67Z,2023-10-30T13:55:46Z,2023-05-03T04:00:00Z,1807,Avondale,,48103,installation of 15 panel roof mounted solar array with battery backup
23908,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:12:40Z,2023-04-04T20:40:43.51Z,2023-11-29T16:30:02Z,2023-06-03T04:00:00Z,515,Summit,,48103,18 panel roof mounted solar array with battery backup.
23913,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:04:46Z,2023-04-05T14:01:54.52Z,2023-12-04T15:26:34Z,2023-06-15T04:00:00Z,2960,Lakeview,,48103,"installation of 19 panel solar array, part on the roof, part on ground racking, with backup battery."
23914,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18T15:16:30Z,2023-04-05T15:01:30.587Z,2023-11-20T14:27:19Z,2023-05-24T04:00:00Z,525,Second,,48103,5.74 kW Array
24256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:04:46Z,2023-04-05T14:01:54.52Z,2023-12-04T15:26:34Z,2023-06-15T04:00:00Z,2960,Lakeview,,48103,"installation of 19 panel solar array, part on the roof, part on ground racking, with backup battery."
24257,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18T15:16:30Z,2023-04-05T15:01:30.587Z,2023-11-20T14:27:19Z,2023-05-24T04:00:00Z,525,Second,,48103,5.74 kW Array
24278,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:12:52Z,2023-04-07T12:43:07.467Z,2023-12-27T14:55:31Z,2023-06-29T04:00:00Z,2103,Copley,,48104,7.22 kW Roof Mounted 19 Panel Solar Array with Battery Storage
24299,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18T15:06:27Z,2023-04-10T19:58:04.007Z,2023-10-30T17:39:57Z,2023-07-04T04:00:00Z,3428,Ashburnam,,48105,5.53 kW PV Solar Panel Installation on Roof
24300,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-18T18:36:39Z,2023-04-10T20:07:24.32Z,2023-10-30T13:26:58Z,2023-05-04T04:00:00Z,3298,Turnberry,,48108,4.74 kW PV Solar Panel Installation on Roof
24734,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:13:14Z,2023-04-13T20:47:22.56Z,2024-01-22T19:51:40Z,2023-07-25T04:00:00Z,1391,Esch,,48104,Installation of a roof-mounted solar array consisting of (14) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
24736,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:11Z,2023-04-14T11:39:49.047Z,2023-11-14T15:32:35Z,2023-05-19T04:00:00Z,1008,Washington,,48103,installation of 28 panel roof mounted solar array with battery backup
24739,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Withdrawn,,2023-04-14T14:37:27.393Z,,,515,Summit,,48103,installation of 18 panel solar array with ev charger and battery backup.
24754,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20T16:13:35Z,2023-04-17T18:45:11.037Z,2023-11-20T17:19:43Z,2023-05-25T04:00:00Z,511,Hiscock,,48103,4.94 kW Roof Mounted 13 Panel Solar Array with Storage
24765,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-05-03T21:55:23Z,2023-04-18T20:37:26.13Z,2023-11-27T15:55:21Z,2023-05-31T04:00:00Z,311,Montgomery,,48103,Roof mount solar array
25066,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Fees Paid,,2023-04-23T17:50:51.383Z,,,2073,Garden,,48103,Install 13 Solar Panels
25177,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:33Z,2023-04-24T13:21:13.297Z,2024-01-08T14:59:43Z,2023-07-14T04:00:00Z,1210,Edgewood,,48103,Installing roof mounted solar panels.
25210,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:43Z,2023-04-26T17:39:52.557Z,2023-12-05T02:00:18Z,2023-06-08T04:00:00Z,1138,Martin,,48104,6.08 kW Roof Mounted Solar Array with 16 Panels
25217,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:53Z,2023-04-26T19:08:36.217Z,2024-01-16T16:29:03Z,2023-07-21T04:00:00Z,1200,Naples,,48103,3.8 kW Roof Mounted 10 Panel Solar Array
25542,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:43Z,2023-04-26T17:39:52.557Z,2023-12-05T02:00:18Z,2023-06-08T04:00:00Z,1138,Martin,,48104,6.08 kW Roof Mounted Solar Array with 16 Panels
25549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:55:53Z,2023-04-26T19:08:36.217Z,2024-01-16T16:29:03Z,2023-07-21T04:00:00Z,1200,Naples,,48103,3.8 kW Roof Mounted 10 Panel Solar Array
25553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:05:40Z,2023-04-27T15:28:22.137Z,2024-01-29T16:00:04Z,2023-08-01T04:00:00Z,1129,Gott,,48103,9.12 kW Roof Mounted 24 Panel Solar Array with Battery Backup
25573,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03T21:56:03Z,2023-04-28T16:43:52.463Z,2024-01-29T15:38:24Z,2023-08-02T04:00:00Z,1109,Pomona,,48103,"Installing 37 roof mounted solar panels,"
25598,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:07:04Z,2023-05-01T17:38:43.16Z,2023-12-11T15:50:22Z,2023-06-15T04:00:00Z,1139,Wendy,,48103,5.74 kW roof mount solar with 16 kWh battery
25601,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:08:41Z,2023-05-01T19:25:39.8Z,2023-11-20T16:04:55Z,2023-05-25T04:00:00Z,1765,Franklin,,48103,16 kWh battery
25602,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:09:48Z,2023-05-01T20:58:50.053Z,2023-12-18T15:09:43Z,2023-06-21T04:00:00Z,3455,Vintage Valley,,48105,"8.2 kW roof mount array
200A service panel upgrade"
25620,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:08:27Z,2023-05-02T17:32:24.25Z,2023-12-11T15:32:44Z,2023-06-15T04:00:00Z,2871,Page,,48104,"10.66 kW roof mount array
16kWh battery"
25985,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:08:16Z,2023-05-04T12:32:22.183Z,2024-02-19T21:57:34Z,2023-08-24T04:00:00Z,1102,Olivia,,48104,6.46 kW Roof Mounted Solar Array with 16 Panels and Battery Storage
26011,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:08:05Z,2023-05-08T18:57:12.687Z,2023-12-11T16:14:15Z,2023-06-15T04:00:00Z,2564,Hawthorn,,48104,12.3 kW Roof Mount Array
26012,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10T11:07:54Z,2023-05-08T20:12:28.173Z,2023-12-19T16:12:22Z,2023-06-23T04:00:00Z,3648,Wellington Cross,,48105,8.61 kW Roof mount system
26021,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Withdrawn,,2023-05-09T16:54:15.57Z,,,1120,Pauline,,48103,"*WITHDRAWN BY APPLICANT, SEE EMAIL* Installation of (1) SOL-ARK 15K Inverter & 28.8 KWH HomeGrid Battery onto the existing solar system. (Original Valuation = $0)"
26470,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-18T21:18:59Z,2023-05-17T16:29:53.43Z,2023-11-28T16:44:21Z,2023-06-02T04:00:00Z,2233,Medford,,48104,3.2 kW PV Solar Panel Installation on Roof
26812,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void - Wrong Workclass,,2023-05-22T19:36:30.027Z,,,1731,Sanford,,48103,8.2kW Solar panel installation with 6.8kW Inverter and DC battery backup
